candle_begin_time,open,high,low,close,volume
2019-09-01 04:40:00,9507.12,9507.17,9495.3,9496.5,16.18345
2019-09-01 04:41:00,9499.41,9500.32,9495.23,9498.23,11.272273
2019-09-01 04:42:00,9497.02,9507.49,9497.02,9504.46,16.934954
2019-09-01 04:43:00,9506.95,9515.2,9499.43,9505.16,31.029074
2019-09-01 04:44:00,9505.18,9511.56,9505.0,9505.13,8.684465
2019-09-01 04:45:00,9505.01,9510.41,9505.01,9507.46,12.86891
2019-09-01 04:46:00,9507.48,9509.22,9498.25,9500.0,12.793982
2019-09-01 04:47:00,9500.04,9502.94,9497.79,9500.64,14.659026
2019-09-01 04:48:00,9500.0,9501.04,9491.83,9492.93,10.364932
2019-09-01 04:49:00,9491.85,9494.31,9486.81,9488.26,11.658781
2019-09-01 04:50:00,9488.49,9488.49,9472.59,9473.99,23.961154
2019-09-01 04:51:00,9473.64,9474.09,9420.75,9437.06,271.628244
2019-09-01 04:52:00,9442.95,9480.46,9441.62,9478.73,99.12087
2019-09-01 04:53:00,9476.4,9478.73,9462.11,9466.22,16.682351
2019-09-01 04:54:00,9466.08,9470.65,9455.22,9466.72,14.312945
2019-09-01 04:55:00,9466.72,9473.06,9462.55,9464.85,16.573074
2019-09-01 04:56:00,9464.82,9487.61,9463.62,9487.5,20.516313
2019-09-01 04:57:00,9487.5,9488.57,9476.02,9488.57,8.348777
2019-09-01 04:58:00,9488.57,9498.81,9484.98,9493.26,15.498451
2019-09-01 04:59:00,9491.41,9498.15,9480.13,9493.87,33.269321
2019-09-01 05:00:00,9497.09,9498.76,9486.19,9490.69,9.080493
2019-09-01 05:01:00,9488.87,9488.87,9472.57,9475.94,24.779847
2019-09-01 05:02:00,9475.94,9481.0,9474.11,9481.0,22.681297
2019-09-01 05:03:00,9479.47,9488.38,9479.45,9484.81,8.610608
2019-09-01 05:04:00,9484.72,9484.72,9475.58,9479.72,8.491706
2019-09-01 05:05:00,9479.13,9479.71,9470.0,9472.86,10.415201
2019-09-01 05:06:00,9470.42,9472.86,9468.63,9470.75,10.250831
2019-09-01 05:07:00,9469.82,9482.13,9469.63,9475.81,18.101908
2019-09-01 05:08:00,9477.79,9481.06,9475.82,9477.04,5.988631
2019-09-01 05:09:00,9477.89,9481.21,9477.46,9481.2,5.043014
2019-09-01 05:10:00,9480.74,9487.9,9479.98,9486.44,16.926918
2019-09-01 05:11:00,9484.85,9493.22,9484.15,9493.22,4.869309
2019-09-01 05:12:00,9490.53,9509.89,9490.53,9505.66,19.385202
2019-09-01 05:13:00,9506.39,9507.55,9503.58,9505.0,11.540437
2019-09-01 05:14:00,9503.78,9509.45,9501.96,9506.23,8.816802
2019-09-01 05:15:00,9507.53,9523.48,9503.47,9521.55,19.106078
2019-09-01 05:16:00,9522.65,9580.0,9522.65,9555.92,171.176128
2019-09-01 05:17:00,9555.28,9558.13,9532.12,9536.27,47.10438
2019-09-01 05:18:00,9533.81,9539.79,9510.12,9531.18,44.345248
2019-09-01 05:19:00,9530.08,9539.5,9521.06,9538.36,25.537693
2019-09-01 05:20:00,9537.36,9547.31,9532.63,9544.82,19.953857
2019-09-01 05:21:00,9542.18,9547.51,9538.92,9539.79,11.506429
2019-09-01 05:22:00,9539.7,9546.61,9538.18,9544.77,9.965517
2019-09-01 05:23:00,9544.78,9545.0,9542.44,9544.72,4.339121
2019-09-01 05:24:00,9544.97,9549.92,9541.35,9549.92,8.027357
2019-09-01 05:25:00,9548.53,9549.45,9540.02,9540.95,6.162307
2019-09-01 05:26:00,9540.95,9542.27,9538.9,9542.27,6.580551
2019-09-01 05:27:00,9542.27,9545.67,9541.15,9544.11,8.518705
2019-09-01 05:28:00,9542.73,9547.8,9541.62,9547.66,7.754679
2019-09-01 05:29:00,9547.66,9552.27,9545.93,9550.86,9.950926
2019-09-01 05:30:00,9549.48,9559.99,9548.98,9556.56,18.326607
2019-09-01 05:31:00,9554.94,9567.96,9554.92,9564.94,20.817211
2019-09-01 05:32:00,9565.67,9574.91,9564.91,9571.06,16.620069
2019-09-01 05:33:00,9570.26,9600.0,9570.0,9592.53,147.945452
2019-09-01 05:34:00,9593.16,9596.3,9570.0,9572.97,31.888919
2019-09-01 05:35:00,9570.0,9581.15,9570.0,9575.16,14.759584
2019-09-01 05:36:00,9577.02,9581.03,9573.21,9581.03,19.72477
2019-09-01 05:37:00,9576.63,9599.8,9574.68,9595.39,21.494369
2019-09-01 05:38:00,9595.4,9600.0,9595.37,9595.87,32.76577
2019-09-01 05:39:00,9597.78,9597.8,9586.79,9589.0,10.266379
2019-09-01 05:40:00,9587.2,9589.19,9585.0,9588.54,15.934474
2019-09-01 05:41:00,9587.33,9594.0,9585.49,9591.08,17.562796
2019-09-01 05:42:00,9591.08,9608.83,9591.08,9597.34,92.299269
2019-09-01 05:43:00,9597.18,9604.0,9595.73,9600.81,25.18894
2019-09-01 05:44:00,9602.58,9612.0,9601.69,9608.17,39.766861
2019-09-01 05:45:00,9610.84,9620.0,9606.16,9620.0,45.507174
2019-09-01 05:46:00,9616.3,9635.0,9609.6,9610.58,82.634002
2019-09-01 05:47:00,9610.73,9615.2,9590.77,9597.48,18.552524
2019-09-01 05:48:00,9597.34,9604.74,9592.59,9601.38,11.375666
2019-09-01 05:49:00,9602.01,9619.97,9602.01,9614.05,21.594856
2019-09-01 05:50:00,9613.3,9618.0,9609.53,9615.72,14.567136
2019-09-01 05:51:00,9617.27,9626.0,9617.27,9620.09,41.796926
2019-09-01 05:52:00,9620.03,9625.55,9614.23,9616.46,67.197588
2019-09-01 05:53:00,9616.48,9618.05,9604.58,9606.92,10.285062
2019-09-01 05:54:00,9606.51,9625.0,9602.95,9622.16,30.632269
2019-09-01 05:55:00,9622.2,9625.0,9615.73,9620.02,24.258242
2019-09-01 05:56:00,9620.02,9642.09,9617.79,9642.09,64.069062
2019-09-01 05:57:00,9639.77,9641.49,9617.89,9629.02,15.717739
2019-09-01 05:58:00,9629.86,9647.15,9626.43,9642.0,42.639755
2019-09-01 05:59:00,9641.98,9656.66,9640.06,9654.81,128.676628
2019-09-01 06:00:00,9655.6,9678.0,9654.64,9678.0,122.868729
2019-09-01 06:01:00,9674.15,9684.51,9641.93,9642.09,134.522542
2019-09-01 06:02:00,9642.09,9652.98,9628.56,9648.36,40.879394
2019-09-01 06:03:00,9649.48,9652.98,9638.0,9638.16,19.919526
2019-09-01 06:04:00,9636.04,9644.5,9619.71,9636.04,47.778597
2019-09-01 06:05:00,9635.77,9648.72,9633.32,9639.74,24.678388
2019-09-01 06:06:00,9641.86,9645.39,9634.29,9636.42,11.893963
