candle_begin_time,open,high,low,close,volume
2019-09-01 00:00:00,9594.96,9595.0,9587.91,9589.0,8.430551
2019-09-01 00:01:00,9587.0,9589.79,9582.53,9583.72,9.7362
2019-09-01 00:02:00,9582.53,9585.36,9571.22,9577.5,30.702388
2019-09-01 00:03:00,9578.22,9580.28,9571.26,9575.27,12.783951
2019-09-01 00:04:00,9575.05,9576.92,9567.67,9572.17,22.277752
2019-09-01 00:05:00,9573.57,9583.73,9572.37,9583.13,10.260697
2019-09-01 00:06:00,9580.98,9583.52,9578.69,9580.3,3.972629
2019-09-01 00:07:00,9581.02,9585.37,9579.66,9579.68,3.943535
2019-09-01 00:08:00,9582.7,9584.32,9578.16,9579.4,4.845509
2019-09-01 00:09:00,9579.36,9582.2,9576.91,9578.26,7.98562
2019-09-01 00:10:00,9577.53,9580.03,9572.55,9577.52,7.361513
2019-09-01 00:11:00,9576.1,9579.92,9572.83,9573.73,13.453042
2019-09-01 00:12:00,9575.59,9577.1,9565.5,9567.06,21.307877
2019-09-01 00:13:00,9567.25,9575.0,9567.25,9573.96,4.616661
2019-09-01 00:14:00,9574.13,9574.17,9570.03,9570.95,4.927243
2019-09-01 00:15:00,9572.89,9574.95,9570.05,9573.38,6.165741
2019-09-01 00:16:00,9573.4,9574.98,9573.36,9574.72,3.085237
2019-09-01 00:17:00,9573.36,9574.72,9570.03,9570.22,7.16991
2019-09-01 00:18:00,9572.49,9574.77,9570.6,9570.62,5.015344
2019-09-01 00:19:00,9570.62,9571.9,9564.36,9570.32,10.17654
2019-09-01 00:20:00,9569.98,9600.0,9568.25,9584.46,121.631066
2019-09-01 00:21:00,9581.71,9584.56,9580.0,9583.99,21.564831
2019-09-01 00:22:00,9583.95,9596.57,9583.15,9595.37,13.955642
2019-09-01 00:23:00,9592.74,9596.79,9589.84,9594.29,7.171832
2019-09-01 00:24:00,9593.23,9593.23,9587.22,9590.04,20.788201
2019-09-01 00:25:00,9592.05,9593.25,9590.0,9591.24,58.977713
2019-09-01 00:26:00,9593.16,9595.0,9590.0,9591.09,16.949361
2019-09-01 00:27:00,9591.0,9591.0,9580.63,9590.18,86.526095
2019-09-01 00:28:00,9590.0,9592.89,9590.0,9590.91,56.6586
2019-09-01 00:29:00,9590.91,9592.56,9590.0,9590.3,18.810708
2019-09-01 00:30:00,9590.02,9592.6,9583.91,9586.12,20.721784
2019-09-01 00:31:00,9585.11,9586.86,9582.87,9586.72,2.886139
2019-09-01 00:32:00,9586.65,9593.07,9584.8,9591.04,4.179375
2019-09-01 00:33:00,9592.56,9595.0,9590.03,9590.05,10.388662
2019-09-01 00:34:00,9590.05,9592.69,9590.03,9592.03,4.803081
2019-09-01 00:35:00,9592.01,9603.0,9592.0,9597.03,23.77654
2019-09-01 00:36:00,9593.47,9600.19,9593.0,9598.59,10.685562
2019-09-01 00:37:00,9598.59,9600.02,9593.0,9593.0,24.117592
2019-09-01 00:38:00,9593.0,9595.97,9593.0,9595.38,8.17174
2019-09-01 00:39:00,9593.24,9595.07,9593.0,9594.3,24.818951
2019-09-01 00:40:00,9594.3,9597.4,9593.79,9596.52,6.212136
2019-09-01 00:41:00,9596.52,9597.09,9593.04,9593.93,5.922259
2019-09-01 00:42:00,9593.48,9597.4,9593.03,9595.61,33.971141
2019-09-01 00:43:00,9595.04,9595.61,9595.0,9595.59,31.857756
2019-09-01 00:44:00,9595.42,9595.61,9595.0,9595.03,20.862318
2019-09-01 00:45:00,9595.03,9595.61,9593.87,9593.87,48.096395
2019-09-01 00:46:00,9594.89,9594.89,9588.79,9589.97,5.813856
2019-09-01 00:47:00,9588.87,9593.13,9588.67,9593.12,6.172141
2019-09-01 00:48:00,9593.05,9594.71,9592.0,9593.33,14.63541
2019-09-01 00:49:00,9592.05,9593.83,9592.0,9592.54,15.38145
2019-09-01 00:50:00,9592.56,9593.73,9592.01,9592.55,5.236161
2019-09-01 00:51:00,9593.03,9593.74,9583.07,9588.48,88.706696
2019-09-01 00:52:00,9588.64,9592.42,9584.49,9590.45,8.139083
2019-09-01 00:53:00,9590.52,9594.98,9586.31,9591.66,10.478033
2019-09-01 00:54:00,9591.04,9593.11,9588.55,9589.02,4.246312
2019-09-01 00:55:00,9589.02,9592.67,9587.92,9589.77,4.552872
2019-09-01 00:56:00,9591.14,9599.9,9588.96,9599.03,6.280485
2019-09-01 00:57:00,9599.01,9599.88,9594.3,9594.68,4.418742
2019-09-01 00:58:00,9595.38,9599.03,9590.38,9598.12,31.206725
2019-09-01 00:59:00,9598.12,9598.13,9597.0,9597.13,8.364359
2019-09-01 01:00:00,9597.13,9599.89,9597.0,9599.65,12.830027
2019-09-01 01:01:00,9598.02,9603.0,9597.0,9597.59,60.847045
2019-09-01 01:02:00,9599.32,9599.98,9597.0,9597.02,28.574335
2019-09-01 01:03:00,9597.2,9599.7,9597.0,9597.0,12.483584
2019-09-01 01:04:00,9597.56,9603.0,9597.21,9602.96,15.83896
2019-09-01 01:05:00,9602.96,9603.0,9601.0,9602.18,8.317332
2019-09-01 01:06:00,9602.87,9604.0,9601.0,9603.71,22.188957
2019-09-01 01:07:00,9603.78,9604.99,9602.92,9604.0,10.800866
2019-09-01 01:08:00,9604.94,9627.07,9604.92,9613.6,124.958725
2019-09-01 01:09:00,9614.77,9616.53,9605.6,9613.57,13.236582
2019-09-01 01:10:00,9613.46,9614.06,9603.58,9609.95,20.509162
2019-09-01 01:11:00,9610.71,9616.57,9606.3,9609.84,13.0529
2019-09-01 01:12:00,9609.55,9614.68,9606.32,9612.24,7.518406
2019-09-01 01:13:00,9611.4,9611.93,9606.32,9608.04,8.506226
2019-09-01 01:14:00,9606.32,9610.37,9605.1,9606.54,15.084262
2019-09-01 01:15:00,9606.98,9610.41,9605.1,9609.03,7.752341
2019-09-01 01:16:00,9609.53,9611.0,9597.87,9601.01,35.757012
2019-09-01 01:17:00,9601.01,9607.99,9601.01,9606.68,4.553854
2019-09-01 01:18:00,9606.66,9612.05,9601.18,9610.9,22.779747
2019-09-01 01:19:00,9611.5,9619.3,9608.87,9611.89,42.417792
2019-09-01 01:20:00,9613.12,9615.92,9605.72,9606.41,10.760532
2019-09-01 01:21:00,9606.41,9617.72,9604.0,9611.65,14.539389
2019-09-01 01:22:00,9611.65,9612.45,9605.7,9611.21,7.504995
2019-09-01 01:23:00,9610.52,9616.99,9605.72,9606.97,6.727934
2019-09-01 01:24:00,9607.89,9612.01,9605.06,9607.43,5.330217
2019-09-01 01:25:00,9608.7,9616.94,9607.44,9614.95,9.453532
2019-09-01 01:26:00,9615.27,9619.26,9605.02,9608.02,11.300202
2019-09-01 01:27:00,9606.95,9609.35,9601.26,9603.64,16.515714
2019-09-01 01:28:00,9604.01,9607.43,9602.0,9602.0,7.04998
2019-09-01 01:29:00,9601.17,9603.94,9600.0,9602.14,4.878614
2019-09-01 01:30:00,9602.04,9603.38,9598.51,9599.72,7.892391
2019-09-01 01:31:00,9600.14,9601.73,9593.39,9594.68,6.653012
2019-09-01 01:32:00,9594.23,9599.73,9588.0,9588.02,9.388452
2019-09-01 01:33:00,9589.64,9590.0,9583.0,9586.64,9.653094
2019-09-01 01:34:00,9583.23,9592.82,9583.0,9592.82,10.406913
2019-09-01 01:35:00,9591.1,9592.55,9587.78,9590.02,4.14292
2019-09-01 01:36:00,9590.02,9590.02,9587.02,9587.68,4.081388
2019-09-01 01:37:00,9587.7,9594.13,9587.68,9588.85,4.193363
2019-09-01 01:38:00,9589.33,9593.86,9587.49,9592.99,4.778929
2019-09-01 01:39:00,9592.48,9594.65,9588.18,9588.18,11.03896
2019-09-01 01:40:00,9588.96,9589.72,9585.91,9587.3,5.129045
2019-09-01 01:41:00,9588.75,9588.75,9585.0,9585.17,8.966488
2019-09-01 01:42:00,9586.59,9587.52,9584.02,9587.0,6.224562
2019-09-01 01:43:00,9587.28,9588.29,9581.0,9582.09,7.889023
2019-09-01 01:44:00,9582.68,9590.27,9581.89,9583.46,5.338269
2019-09-01 01:45:00,9584.35,9589.83,9580.56,9587.01,10.019399
2019-09-01 01:46:00,9587.03,9590.0,9585.65,9588.37,5.125985
2019-09-01 01:47:00,9586.65,9590.0,9586.65,9589.9,3.763206
2019-09-01 01:48:00,9588.4,9589.91,9584.71,9588.51,3.740718
2019-09-01 01:49:00,9588.0,9589.79,9585.11,9586.8,3.741704
2019-09-01 01:50:00,9586.82,9589.83,9584.73,9589.8,5.813451
2019-09-01 01:51:00,9588.14,9589.79,9581.78,9582.82,8.484718
2019-09-01 01:52:00,9583.8,9593.77,9583.62,9591.14,9.323781
2019-09-01 01:53:00,9590.94,9590.94,9587.06,9588.03,3.060535
2019-09-01 01:54:00,9588.02,9597.73,9587.81,9596.48,8.227072
2019-09-01 01:55:00,9596.48,9597.71,9594.09,9594.09,11.062011
2019-09-01 01:56:00,9595.95,9595.97,9594.02,9594.27,2.521311
2019-09-01 01:57:00,9595.89,9595.91,9594.0,9594.04,2.933324
2019-09-01 01:58:00,9594.04,9596.0,9594.0,9595.95,20.677867
2019-09-01 01:59:00,9594.61,9597.95,9594.0,9597.67,21.446615
2019-09-01 02:00:00,9596.9,9599.69,9594.0,9594.0,11.98411
2019-09-01 02:01:00,9594.08,9595.0,9588.47,9589.96,7.481564
2019-09-01 02:02:00,9590.99,9604.05,9590.99,9599.68,16.489363
2019-09-01 02:03:00,9599.5,9600.0,9596.49,9598.0,2.866833
2019-09-01 02:04:00,9598.0,9598.0,9593.61,9596.78,2.462353
2019-09-01 02:05:00,9596.88,9599.0,9596.88,9598.65,4.097098
2019-09-01 02:06:00,9597.99,9599.68,9595.41,9598.99,7.22892
2019-09-01 02:07:00,9598.59,9599.68,9597.41,9598.1,3.084592
2019-09-01 02:08:00,9597.45,9597.45,9593.15,9594.2,3.335893
2019-09-01 02:09:00,9593.31,9596.0,9592.13,9594.79,1.801167
2019-09-01 02:10:00,9595.32,9595.99,9592.33,9592.97,4.276472
2019-09-01 02:11:00,9594.37,9594.47,9592.51,9592.6,2.855734
2019-09-01 02:12:00,9592.98,9594.06,9584.42,9589.53,8.742231
2019-09-01 02:13:00,9588.12,9591.14,9587.1,9590.73,5.713042
2019-09-01 02:14:00,9591.68,9594.47,9588.91,9592.53,6.697876
2019-09-01 02:15:00,9591.28,9593.14,9589.12,9589.12,5.04308
2019-09-01 02:16:00,9590.18,9591.35,9589.48,9590.13,2.487587
2019-09-01 02:17:00,9589.48,9596.0,9589.12,9595.99,8.481648
2019-09-01 02:18:00,9595.14,9600.46,9593.26,9595.69,6.691837
2019-09-01 02:19:00,9594.93,9600.91,9594.93,9596.98,3.46045
2019-09-01 02:20:00,9596.67,9601.84,9595.9,9600.0,3.747292
2019-09-01 02:21:00,9600.0,9601.96,9597.0,9598.24,2.288769
2019-09-01 02:22:00,9598.03,9603.67,9597.01,9602.4,7.5981
2019-09-01 02:23:00,9602.35,9604.15,9596.64,9596.77,6.44166
2019-09-01 02:24:00,9596.35,9596.61,9592.62,9596.01,1.705722
2019-09-01 02:25:00,9594.43,9595.34,9586.36,9589.42,9.031805
2019-09-01 02:26:00,9588.03,9590.57,9586.64,9588.27,2.393894
2019-09-01 02:27:00,9588.0,9589.06,9586.0,9587.16,2.111858
2019-09-01 02:28:00,9587.16,9589.55,9587.16,9589.05,1.527819
2019-09-01 02:29:00,9589.05,9592.22,9585.6,9591.02,6.46521
2019-09-01 02:30:00,9591.65,9591.65,9588.81,9591.04,2.657498
2019-09-01 02:31:00,9591.06,9591.06,9587.64,9590.42,3.48614
2019-09-01 02:32:00,9589.4,9590.81,9583.1,9584.02,11.946094
2019-09-01 02:33:00,9583.3,9590.21,9583.3,9588.14,18.009487
2019-09-01 02:34:00,9588.92,9590.84,9584.89,9586.37,9.629644
2019-09-01 02:35:00,9586.7,9593.61,9586.58,9590.54,3.869719
2019-09-01 02:36:00,9591.19,9591.36,9587.2,9588.28,2.771986
2019-09-01 02:37:00,9588.15,9589.88,9584.01,9586.89,8.378725
2019-09-01 02:38:00,9586.95,9589.02,9582.47,9587.34,8.512893
2019-09-01 02:39:00,9584.64,9592.36,9579.96,9589.05,11.669758
2019-09-01 02:40:00,9588.74,9589.0,9581.31,9586.2,6.267612
2019-09-01 02:41:00,9584.59,9586.92,9576.04,9576.89,4.709125
2019-09-01 02:42:00,9576.06,9584.34,9575.01,9577.03,17.599783
2019-09-01 02:43:00,9576.99,9582.81,9572.69,9572.69,6.98127
2019-09-01 02:44:00,9574.28,9574.97,9572.69,9572.82,8.520483
2019-09-01 02:45:00,9572.82,9573.1,9556.0,9567.16,85.651381
2019-09-01 02:46:00,9568.17,9575.31,9564.53,9575.31,14.053325
2019-09-01 02:47:00,9575.31,9585.71,9572.16,9584.21,16.981096
2019-09-01 02:48:00,9584.46,9588.8,9576.4,9580.06,4.851618
2019-09-01 02:49:00,9582.33,9582.33,9565.98,9567.79,7.602244
2019-09-01 02:50:00,9569.0,9580.0,9564.7,9568.38,5.995333
2019-09-01 02:51:00,9568.06,9574.09,9562.11,9574.09,4.55236
2019-09-01 02:52:00,9572.37,9573.73,9565.61,9568.57,4.446473
2019-09-01 02:53:00,9568.57,9569.64,9559.04,9566.48,9.849496
2019-09-01 02:54:00,9566.48,9567.84,9560.73,9564.45,4.512558
2019-09-01 02:55:00,9564.42,9569.0,9562.74,9564.68,9.715159
2019-09-01 02:56:00,9564.68,9568.55,9562.74,9568.14,5.785003
2019-09-01 02:57:00,9567.83,9569.35,9565.11,9569.24,3.960428
2019-09-01 02:58:00,9569.24,9579.91,9565.49,9576.18,14.247741
2019-09-01 02:59:00,9574.8,9575.0,9569.08,9569.08,6.511968
2019-09-01 03:00:00,9571.72,9571.72,9565.49,9566.72,7.855156
2019-09-01 03:01:00,9566.72,9571.72,9564.12,9567.26,6.786087
2019-09-01 03:02:00,9567.06,9567.08,9560.72,9562.72,4.730816
2019-09-01 03:03:00,9563.39,9565.54,9560.0,9561.22,4.005935
2019-09-01 03:04:00,9561.22,9568.83,9561.22,9565.89,12.144469
2019-09-01 03:05:00,9565.9,9573.15,9561.22,9563.12,13.577137
2019-09-01 03:06:00,9561.7,9567.57,9560.0,9562.61,5.09126
2019-09-01 03:07:00,9561.89,9566.01,9557.44,9563.53,7.197364
2019-09-01 03:08:00,9563.91,9564.92,9558.46,9563.89,3.608223
2019-09-01 03:09:00,9563.89,9564.14,9557.52,9559.95,5.582579
2019-09-01 03:10:00,9560.8,9561.5,9557.07,9561.48,6.008235
2019-09-01 03:11:00,9560.31,9568.52,9558.59,9568.52,8.028132
2019-09-01 03:12:00,9567.63,9569.8,9567.35,9568.25,1.909911
2019-09-01 03:13:00,9568.54,9569.04,9562.45,9567.94,9.543359
2019-09-01 03:14:00,9567.83,9568.38,9565.07,9565.07,2.401877
2019-09-01 03:15:00,9564.97,9567.85,9560.0,9567.11,8.658358
2019-09-01 03:16:00,9567.11,9567.11,9557.58,9559.67,4.00717
2019-09-01 03:17:00,9559.67,9567.77,9559.67,9565.18,3.923358
2019-09-01 03:18:00,9565.18,9568.79,9562.53,9568.61,2.128098
2019-09-01 03:19:00,9568.63,9568.63,9563.52,9564.26,4.671197
2019-09-01 03:20:00,9564.28,9567.18,9562.87,9564.02,3.475952
2019-09-01 03:21:00,9566.14,9566.23,9564.72,9566.14,2.423423
2019-09-01 03:22:00,9566.23,9567.18,9565.03,9565.74,3.328534
2019-09-01 03:23:00,9565.74,9567.18,9564.0,9565.57,3.069297
2019-09-01 03:24:00,9566.23,9566.23,9559.41,9559.79,4.901127
2019-09-01 03:25:00,9559.79,9565.48,9558.35,9562.02,7.268212
2019-09-01 03:26:00,9562.0,9562.84,9561.38,9562.81,2.507817
2019-09-01 03:27:00,9562.54,9563.79,9562.0,9563.79,2.797564
2019-09-01 03:28:00,9563.79,9565.0,9560.7,9563.74,7.001512
2019-09-01 03:29:00,9562.71,9565.0,9560.96,9563.74,4.626022
2019-09-01 03:30:00,9561.81,9564.24,9558.41,9563.98,11.648108
2019-09-01 03:31:00,9562.19,9564.23,9560.14,9561.92,3.175495
2019-09-01 03:32:00,9561.14,9561.94,9560.19,9560.21,2.940397
2019-09-01 03:33:00,9560.21,9561.94,9558.63,9558.75,9.247556
2019-09-01 03:34:00,9558.98,9569.4,9556.8,9568.51,16.00712
2019-09-01 03:35:00,9568.72,9570.0,9565.72,9568.0,3.042047
2019-09-01 03:36:00,9568.0,9578.41,9568.0,9575.2,5.312038
2019-09-01 03:37:00,9576.63,9577.14,9573.18,9575.68,3.176338
2019-09-01 03:38:00,9575.68,9588.99,9575.68,9582.73,21.031899
2019-09-01 03:39:00,9582.56,9585.57,9577.97,9581.21,7.741344
2019-09-01 03:40:00,9580.19,9586.87,9577.23,9584.17,4.958982
2019-09-01 03:41:00,9582.96,9584.06,9577.53,9583.48,2.217342
2019-09-01 03:42:00,9582.55,9586.58,9576.22,9578.43,4.521533
2019-09-01 03:43:00,9578.3,9580.11,9573.24,9580.11,3.242792
2019-09-01 03:44:00,9578.33,9581.0,9575.0,9580.82,2.417232
2019-09-01 03:45:00,9580.46,9584.14,9574.65,9575.01,3.542917
2019-09-01 03:46:00,9575.48,9583.21,9574.13,9580.89,5.864781
2019-09-01 03:47:00,9580.89,9583.21,9574.17,9578.58,4.015916
2019-09-01 03:48:00,9578.09,9583.59,9574.14,9574.73,7.664069
2019-09-01 03:49:00,9573.03,9577.68,9571.47,9575.43,2.660181
2019-09-01 03:50:00,9574.1,9576.25,9570.19,9574.28,6.374218
2019-09-01 03:51:00,9574.28,9576.0,9570.48,9576.0,2.722941
2019-09-01 03:52:00,9576.0,9577.2,9574.02,9575.92,2.310937
2019-09-01 03:53:00,9575.66,9575.66,9570.73,9574.23,1.705149
2019-09-01 03:54:00,9574.68,9575.66,9570.02,9574.03,13.617743
2019-09-01 03:55:00,9573.46,9577.2,9572.45,9576.07,9.273741
2019-09-01 03:56:00,9576.05,9577.17,9570.0,9572.91,4.392545
2019-09-01 03:57:00,9570.85,9574.64,9570.0,9570.1,3.808362
2019-09-01 03:58:00,9570.1,9571.41,9568.13,9569.51,1.99174
2019-09-01 03:59:00,9569.51,9570.0,9568.17,9569.34,1.972714
2019-09-01 04:00:00,9568.53,9569.36,9563.19,9565.33,4.012189
2019-09-01 04:01:00,9565.33,9570.01,9564.49,9567.58,6.30229
2019-09-01 04:02:00,9567.86,9569.24,9563.62,9566.09,4.625532
2019-09-01 04:03:00,9566.39,9570.01,9562.2,9566.07,11.326383
2019-09-01 04:04:00,9564.76,9569.72,9561.65,9563.97,3.405077
2019-09-01 04:05:00,9566.49,9568.99,9566.49,9567.3,2.054297
2019-09-01 04:06:00,9568.27,9568.83,9558.0,9563.02,27.890206
2019-09-01 04:07:00,9560.89,9567.75,9555.01,9564.61,33.347246
2019-09-01 04:08:00,9564.04,9566.15,9560.05,9561.88,2.198944
2019-09-01 04:09:00,9561.88,9562.98,9557.19,9561.15,8.691251
2019-09-01 04:10:00,9562.42,9563.94,9559.63,9560.97,8.406629
2019-09-01 04:11:00,9560.95,9563.24,9559.23,9561.46,4.477508
2019-09-01 04:12:00,9560.84,9562.34,9558.11,9558.59,2.657931
2019-09-01 04:13:00,9558.11,9560.8,9558.0,9559.95,2.354379
2019-09-01 04:14:00,9560.85,9560.85,9528.11,9540.91,153.639542
2019-09-01 04:15:00,9540.91,9543.23,9531.75,9533.68,13.246834
2019-09-01 04:16:00,9533.54,9547.24,9531.9,9544.78,13.709136
2019-09-01 04:17:00,9544.78,9544.8,9533.33,9533.33,4.553973
2019-09-01 04:18:00,9535.24,9539.77,9500.0,9500.0,226.544841
2019-09-01 04:19:00,9500.01,9510.89,9468.0,9488.07,342.504007
2019-09-01 04:20:00,9488.07,9496.92,9476.4,9485.91,47.713644
2019-09-01 04:21:00,9487.19,9494.48,9472.38,9483.34,26.877075
2019-09-01 04:22:00,9483.62,9518.62,9483.38,9512.67,125.688726
2019-09-01 04:23:00,9512.67,9518.67,9498.21,9514.56,20.361974
2019-09-01 04:24:00,9515.9,9516.04,9493.89,9497.99,21.546316
2019-09-01 04:25:00,9496.57,9514.99,9492.33,9513.64,23.382293
2019-09-01 04:26:00,9513.58,9524.98,9506.34,9512.9,19.145771
2019-09-01 04:27:00,9513.64,9518.85,9499.92,9499.92,35.801747
2019-09-01 04:28:00,9499.92,9515.24,9498.22,9504.91,20.243324
2019-09-01 04:29:00,9507.38,9507.38,9500.0,9504.29,13.620736
2019-09-01 04:30:00,9504.76,9507.54,9498.22,9499.05,26.849147
2019-09-01 04:31:00,9500.47,9502.18,9490.0,9490.91,33.351702
2019-09-01 04:32:00,9491.46,9509.99,9481.37,9504.0,33.998479
2019-09-01 04:33:00,9502.96,9514.47,9497.74,9511.08,13.460249
2019-09-01 04:34:00,9512.77,9518.6,9507.11,9511.98,14.53274
2019-09-01 04:35:00,9511.94,9521.44,9511.57,9518.71,13.027065
2019-09-01 04:36:00,9518.73,9520.7,9513.56,9514.59,8.079538
2019-09-01 04:37:00,9514.77,9518.49,9510.0,9514.89,20.549739
2019-09-01 04:38:00,9514.89,9516.02,9499.54,9510.67,22.124128
2019-09-01 04:39:00,9509.55,9511.1,9505.21,9507.2,10.769128
